utterance_id,ASR_Start_time,ASR_end_time,fold,MT_label,MT_binary,MT_canonical,MT_word,canonical_phone_reference
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,21.78,22.11,cv_5,c,0,होने,होने,hh oo n ee
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,22.11,22.29,cv_5,c,0,की,की,k II
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,22.29,22.92,cv_5,c,0,शिकायत,शिकायत,sh ii k AA y aa t
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,22.92,23.19,cv_5,c,0,की,की,k II
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,23.19,23.7,cv_5,c,0,राजा,राजा,r AA j AA
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,23.94,24.21,cv_5,c,0,का,का,k AA
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,24.21,24.63,cv_5,c,0,कहना,कहना,k aa hh aa n AA
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,24.63,24.93,cv_5,c,0,था,था,th AA
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,24.93,25.23,cv_5,c,0,कि,कि,k ii
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,25.62,26.01,cv_5,c,0,मार्ग,मार्ग,m AA r g
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,26.13,26.7,cv_5,c,0,में,में,m ee q
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,27.72,28.11,cv_5,c,0,थे,थे,th ee
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,28.44,28.77,cv_5,s,1,वे,वो,w ee
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,28.77,29.07,cv_5,c,0,मेरे,मेरे,m ee r ee
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,29.07,29.49,cv_5,c,0,पैरों,पैरों,p ee r oo q
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,29.49,29.67,cv_5,c,0,में,में,m ee q
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,29.67,29.97,cv_5,c,0,चुभ,चुभ,c uu bh
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,29.97,30.21,cv_5,c,0,गए,गए,g ee
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,30.21,30.45,cv_5,c,0,और,और,OO r
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,30.48,31.05,cv_5,s,1,लिए,ईसीलीए,l ii ee
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,31.56,31.95,cv_5,c,0,कुछ,कुछ,k uu ch
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,31.95,32.79,cv_5,c,0,इंतजाम,इंतजाम,ii q t aa j AA m
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,32.79,33.12,cv_5,c,0,करना,करना,k aa r aa n AA
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_1,33.12,33.63,cv_5,c,0,चाहिए,चाहिए,c AA hh ii ee
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,0.99,1.32,cv_5,c,0,कुछ,कुछ,k uu ch
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,1.32,1.65,cv_5,c,0,देर,देर,d ee r
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,1.95,2.34,cv_5,c,0,विचार,विचार,w ii c AA r
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,2.34,2.7,cv_5,c,0,करने,करने,k aa r aa n ee
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,2.7,2.82,cv_5,c,0,के,के,k ee
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,2.82,3.12,cv_5,c,0,बाद,बाद,b AA d
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,3.12,3.69,cv_5,c,0,सैनिकों,सैनिकों,s ee n ii k oo q
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,3.69,3.9,cv_5,c,0,व,व,w
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,3.9,4.56,cv_5,c,0,मंत्रियों,मंत्रियों,m aa q t r ii y oo q
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,4.59,4.86,cv_5,c,0,को,को,k oo
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,4.86,5.37,cv_5,c,0,आदेश,आदेश,AA d ee sh
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,5.37,5.73,cv_5,c,0,दिया,दिया,d ii y AA
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,5.73,6.09,cv_5,s,1,देश,गया,d ee sh
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,6.09,6.33,cv_5,c,0,की,की,k II
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,7.14,7.74,cv_5,c,0,चमडे,चमडे,c aa m aa D ee
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,9.42,9.96,cv_5,c,0,से,से,s ee
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,9.96,10.26,cv_5,c,0,ढक,ढक,Dh aa k
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,10.29,10.47,cv_5,c,0,दी,दी,d II
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,10.47,10.74,cv_5,c,0,जाएं,जाएं,j AA ee q
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,11.1,11.64,cv_5,c,0,राजा,राजा,r AA j AA
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,11.64,11.82,cv_5,c,0,का,का,k AA
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,11.82,12.3,cv_5,c,0,ऐसा,ऐसा,ee s AA
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,12.3,12.72,cv_5,c,0,आदेश,आदेश,AA d ee sh
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,12.72,13.14,cv_5,c,0,सुनकर,सुनकर,s uu n aa k aa r
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,13.14,13.53,cv_5,c,0,सब,सब,s aa b
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,14.1,14.58,cv_5,c,0,सकते,सकते,s aa k aa t ee
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,14.58,14.76,cv_5,c,0,में,में,m ee q
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,14.76,14.94,cv_5,c,0,आ,आ,AA
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,14.94,15.18,cv_5,c,0,गए,गए,g ee
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,15.18,15.63,cv_5,c,0,लेकिन,लेकिन,l ee k ii n
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,15.63,15.93,cv_5,c,0,किसी,किसी,k ii s II
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,15.93,16.11,cv_5,c,0,ने,ने,n ee
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,16.11,16.26,cv_5,c,0,भी,भी,bh II
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,16.26,16.59,cv_5,c,0,मना,मना,m aa n AA
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,16.59,16.98,cv_5,c,0,करने,करने,k aa r aa n ee
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,16.98,17.13,cv_5,c,0,की,की,k II
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,17.13,17.61,cv_5,c,0,हिम्मत,हिम्मत,hh ii m m aa t
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,17.61,17.91,cv_5,c,0,नही,नही,n aa hh II
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,17.91,18.36,cv_5,c,0,दिखाई,दिखाई,d ii kh AA II
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,18.75,19.11,cv_5,c,0,यह,यह,y aa hh
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,19.14,19.38,cv_5,c,0,तो,तो,t oo
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,19.38,19.98,cv_5,c,0,निश्चित,निश्चित,n ii sh c ii t
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,21.24,21.51,cv_5,c,0,इस,इस,ii s
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,21.51,21.93,cv_5,c,0,काम,काम,k AA m
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,21.96,22.17,cv_5,c,0,के,के,k ee
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,22.17,22.59,cv_5,c,0,लिए,लिए,l ii ee
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,22.77,23.19,cv_5,c,0,बहुत,बहुत,b aa hh uu t
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,23.19,23.58,cv_5,c,0,सारे,सारे,s AA r ee
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,23.94,24.36,cv_5,c,0,रुपए,रुपए,r uu p ee
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,24.36,24.51,cv_5,c,0,की,की,k II
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,24.51,24.93,cv_5,c,0,जरूरत,जरूरत,j aa r UU r aa t
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,24.93,25.32,cv_5,c,0,थी,थी,th II
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,25.35,25.8,cv_5,c,0,लेकिन,लेकिन,l ee k ii n
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,25.8,26.07,cv_5,c,0,फिर,फिर,ph ii r
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,26.07,26.34,cv_5,c,0,भी,भी,bh II
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,27.42,27.75,cv_5,c,0,किसी,किसी,k ii s II
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,27.75,27.93,cv_5,c,0,ने,ने,n ee
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,27.93,28.23,cv_5,c,0,कुछ,कुछ,k uu ch
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,28.23,28.56,cv_5,c,0,नही,नही,n aa hh II
aa_3-a-17_kv_kv-hajipur_04122023-000000-1_HI-KV-001_2,28.56,29.1,cv_5,c,0,कहा,कहा,k aa hh AA
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,0.99,1.38,cv_5,c,0,एक,एक,ee k
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,1.38,1.62,cv_5,c,0,दिन,दिन,d ii n
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,1.62,1.95,cv_5,c,0,वह,वह,w aa hh
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,1.95,2.49,cv_5,c,0,बीमार,बीमार,b II m AA r
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,2.49,2.79,cv_5,c,0,पड़,पड़,p aa D
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,2.79,3.09,cv_5,c,0,गई,गई,g II
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,3.12,3.54,cv_5,c,0,और,और,OO r
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,4.59,5.25,cv_5,c,0,उसकी,उसकी,uu s aa k II
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,5.25,5.73,cv_5,c,0,मौत,मौत,m OO t
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,5.73,6,cv_5,c,0,हो,हो,hh oo
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,6,6.3,cv_5,c,0,गई,गई,g II
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,6.3,6.9,cv_5,c,0,टीकू,टीकू,T II k UU
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,6.9,7.47,cv_5,c,0,चिड़िया,चिड़िया,c ii D ii y AA
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,7.47,7.77,cv_5,c,0,और,और,OO r
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,7.77,8.25,cv_5,c,0,उसका,उसका,uu s aa k AA
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,8.25,8.7,cv_5,c,0,पूरा,पूरा,p UU r AA
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,8.7,9.27,cv_5,c,0,परिवार,परिवार,p aa r ii w AA r
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,9.57,9.93,cv_5,c,0,उस,उस,uu s
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,9.96,10.68,cv_5,c,0,औरत,औरत,OO r aa t
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,10.71,10.98,cv_5,c,0,के,के,k ee
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,11.04,11.61,cv_5,c,0,खाने,खाने,kh AA n ee
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,11.64,12,cv_5,c,0,पर,पर,p aa r
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,12.33,13.23,cv_5,c,0,निर्भर,निर्भर,n ii r bh aa r
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,13.23,13.62,cv_5,c,0,था,था,th AA
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,16.14,16.41,cv_5,c,0,अब,अब,aa b
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,16.44,17.19,cv_5,c,0,उनके,उनके,uu n aa k ee
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,17.19,17.7,cv_5,c,0,पास,पास,p AA s
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,17.7,18.45,cv_5,c,0,खाने,खाने,kh AA n ee
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,18.45,18.75,cv_5,c,0,के,के,k ee
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,18.75,19.32,cv_5,c,0,लिए,लिए,l ii ee
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,19.35,19.71,cv_5,c,0,कुछ,कुछ,k uu ch
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,19.71,20.16,cv_5,c,0,नही,नही,n aa hh II
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,20.49,20.85,cv_5,c,0,था,था,th AA
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,21.03,21.45,cv_5,c,0,और,और,OO r
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,21.45,21.84,cv_5,s,1,न,ना,n
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,21.84,22.17,cv_5,c,0,ही,ही,hh II
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,22.17,22.47,cv_5,c,0,वो,वो,w oo
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,22.47,23.04,cv_5,c,0,अपने,अपने,aa p aa n ee
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,23.04,23.46,cv_5,c,0,लिए,लिए,l ii ee
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,24.93,25.47,cv_5,c,0,खाना,खाना,kh AA n AA
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,25.47,26.22,cv_5,c,0,जुटाने,जुटाने,j uu T AA n ee
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,26.22,26.49,cv_5,c,0,के,के,k ee
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,26.49,26.88,cv_5,c,0,लिए,लिए,l ii ee
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,26.91,27.36,cv_5,c,0,कुछ,कुछ,k uu ch
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,28.68,29.4,cv_5,c,0,करते,करते,k aa r aa t ee
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,29.64,30,cv_5,c,0,है,है,hh ee
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,30.42,30.87,cv_5,c,0,एक,एक,ee k
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,30.87,31.29,cv_5,c,0,दिन,दिन,d ii n
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,31.74,32.28,cv_5,c,0,भूख,भूख,bh UU kh
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,32.28,32.91,cv_5,c,0,से,से,s ee
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,33.3,34.14,cv_5,c,0,बेहाल,बेहाल,b ee hh AA l
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,34.14,34.86,cv_5,c,0,होने,होने,hh oo n ee
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,35.25,35.55,cv_5,c,0,पर,पर,p aa r
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,35.55,36.18,cv_5,c,0,टीकू,टीकू,T II k UU
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,36.18,36.87,cv_5,c,0,चिड़िया,चिड़िया,c ii D ii y AA
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,36.9,37.23,cv_5,c,0,के,के,k ee
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,37.26,37.77,cv_5,c,0,पिता,पिता,p ii t AA
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,37.77,38.22,cv_5,c,0,ने,ने,n ee
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,38.55,39.18,cv_5,c,0,कीड़ों,कीड़ों,k II D oo q
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,39.18,39.51,cv_5,c,0,का,का,k AA
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,42.18,42.78,cv_5,c,0,शिकार,शिकार,sh ii k AA r
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,42.78,43.29,cv_5,c,0,करने,करने,k aa r aa n ee
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,43.29,43.5,cv_5,c,0,का,का,k AA
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,43.5,44.13,cv_5,c,0,फैसला,फैसला,ph ee s aa l AA
aa_3-a-37_kv_kv-raebareli_04122023-000000-1_HI-KV-002_2,44.13,44.55,cv_5,c,0,किया,किया,k ii y AA
